Freeze Brand,Ear Tag,Breed,Sex,Date Of Birth,Date Of Acquisition,Age when acquired,Purchased From,Date Of Disposal,Disposed Of To,Date Of Death,Manner and Place of Destruction,Location,EID,Age(mths)
,UK107189203637,LONGHORN X,Bull,2020-08-27,2021-02-16,0 yrs  6 mths,Newcastle University,,nan,,,CocklePark,982000176157203,7
,UK107189203644,LONGHORN X,Bull,2020-08-27,2021-02-16,0 yrs  6 mths,Newcastle University,,nan,,,CocklePark,982000176157210,7
,UK107189203672,LONGHORN X,Female,2020-09-19,2021-02-16,0 yrs  5 mths,Newcastle University,,nan,,,CocklePark,982000176157238,7
287.0,UK107189101452,HOLSTEIN FRIESIAN,Female,2010-04-04,2011-04-05,,,,nan,,,Nafferton,0,134
4.0,UK107189401679,HOLSTEIN FRIESIAN,Female,2011-07-11,2013-05-02,,,,nan,,,Nafferton,982000176072181,119
148.0,UK107189102026,HOLSTEIN FRIESIAN X,Female,2013-06-10,2013-06-10,,,,nan,,,Nafferton,982000176144143,95
126.0,UK107189502114,HOLSTEIN FRIESIAN,Female,2013-11-30,2013-11-30,,,,nan,,,Nafferton,982000176308706,89
30.0,UK107189102138,HOLSTEIN FRIESIAN,Female,2014-01-16,2014-01-16,,,,nan,,,Nafferton,982000176144291,88
110.0,UK107189102145,HOLSTEIN FRIESIAN,Female,2014-01-26,2014-01-26,,,,nan,,,Nafferton,982000176144117,88
46.0,UK107189402183,HOLSTEIN FRIESIAN,Female,2014-04-16,2014-04-16,,,,nan,,,Nafferton,982000176144150,85
463.0,UK107189101795,HOLSTEIN FRIESIAN,Female,2012-02-29,2014-04-30,,,,nan,,,Nafferton,982000176072109,111
54.0,UK107189301811,Holstein,Female,2012-03-29,2014-04-30,,,,nan,,,Nafferton,982000176144325,110
112.0,UK107189401840,HOLSTEIN FRIESIAN,Female,2012-05-29,2014-04-30,,,,nan,,,Nafferton,982000176144221,108
186.0,UK107189602199,HOLSTEIN FRIESIAN,Female,2014-05-26,2014-05-26,,,,nan,,,Nafferton,982000176144044,84
50.0,UK107189102243,HOLSTEIN FRIESIAN,Female,2014-09-07,2014-09-07,,,,nan,,,Nafferton,982000176144069,80
243.0,UK107189702291,HOLSTEIN FRIESIAN,Female,2014-10-17,2014-10-17,,,,nan,,,Nafferton,0,79
210.0,UK107189302035,HOLSTEIN FRIESIAN,Female,2013-06-29,2015-04-28,,,,nan,,,Nafferton,982000176144298,95
278.0,UK107189702060,HOLSTEIN FRIESIAN,Female,2013-08-24,2015-04-28,,,,nan,,,Nafferton,982000176144105,93
471.0,UK107189202076,HOLSTEIN FRIESIAN,Female,2013-10-03,2015-04-28,,,,nan,,,Nafferton,982000176144067,91
135.0,UK107189402127,HOLSTEIN FRIESIAN,Female,2013-12-16,2015-04-28,,,,nan,,,Nafferton,982000176071939,89
322.0,UK107189102460,HOLSTEIN FRIESIAN X,Female,2015-10-22,2015-10-22,,,,nan,,,Nafferton,982000176144272,66
340.0,UK107189602486,HOLSTEIN FRIESIAN,Female,2015-11-15,2015-11-15,,,,nan,,,Nafferton,982000176144085,66
342.0,UK107189102488,Swedish Red X,Female,2015-11-15,2015-11-15,,,,nan,,,Nafferton,982000176144224,66
353.0,UK107189702508,Swedish Red X,Female,2015-12-07,2015-12-07,,,,nan,,,Nafferton,982000176144126,65
55.0,UK107189702536,HOLSTEIN FRIESIAN,Female,2016-01-18,2016-01-18,,,,nan,,,Nafferton,982000176144102,63
393.0,UK107189202538,HOLSTEIN FRIESIAN,Female,2016-01-22,2016-01-22,,,,nan,,,Nafferton,982000176072155,63
140.0,UK107189602178,HOLSTEIN FRIESIAN,Female,2014-04-07,2016-04-25,,,,nan,,,Nafferton,982000176144159,85
36.0,UK107189102215,HOLSTEIN FRIESIAN,Female,2014-07-09,2016-04-25,,,,nan,,,Nafferton,982000176144202,82
40.0,UK107189202244,HOLSTEIN FRIESIAN,Female,2014-09-10,2016-04-25,,,,nan,,,Nafferton,982000176144212,80
266.0,UK107189602248,HOLSTEIN FRIESIAN,Female,2014-09-14,2016-04-25,,,,nan,,,Nafferton,982000176144086,80
290.0,UK107189702305,HOLSTEIN FRIESIAN,Female,2014-11-15,2016-04-25,,,,nan,,,Nafferton,982000176144216,78
310.0,UK107189402323,HOLSTEIN FRIESIAN,Female,2014-12-18,2016-04-25,,,,nan,,,Nafferton,982000176144303,77
523.0,UK107189102761,BRITISH FRIESIAN X,Female,2017-02-09,2017-02-09,,,,nan,,,Nafferton,982000176144300,51
60.0,UK107189202279,HOLSTEIN FRIESIAN,Female,2015-07-06,2017-04-28,,,,nan,,,Nafferton,982000176144049,70
223.0,UK107189202314,Swedish Red X,Female,2014-12-09,2017-04-28,,,,nan,,,Nafferton,982000176144059,77
308.0,UK107189702319,HOLSTEIN FRIESIAN,Female,2014-12-14,2017-04-28,,,,nan,,,Nafferton,982000176144074,77
31.0,UK107189502338,HOLSTEIN FRIESIAN,Female,2015-01-19,2017-04-28,,,,nan,,,Nafferton,982000176144107,76
99.0,UK107189102362,HOLSTEIN FRIESIAN,Female,2015-03-11,2017-04-28,,,,nan,,,Nafferton,982000176072230,74
167.0,UK107189202384,HOLSTEIN FRIESIAN,Female,2015-05-01,2017-04-28,,,,nan,,,Nafferton,982000176144065,72
294.0,UK107189402393,HOLSTEIN FRIESIAN X,Female,2015-05-16,2017-04-28,,,,nan,,,Nafferton,982000176144149,72
214.0,UK107189502401,HOLSTEIN FRIESIAN,Female,2015-07-01,2017-04-28,,,,nan,,,Nafferton,982000176072190,70
111.0,UK107189202426,HOLSTEIN FRIESIAN,Female,2015-09-02,2017-04-28,,,,nan,,,Nafferton,982000176144184,68
138.0,UK107189602430,HOLSTEIN FRIESIAN,Female,2015-09-06,2017-04-28,,,,nan,,,Nafferton,982000176144055,68
146.0,UK107189202433,HOLSTEIN FRIESIAN,Female,2015-09-07,2017-04-28,,,,nan,,,Nafferton,982000176072010,68
176.0,UK107189502436,HOLSTEIN FRIESIAN,Female,2015-09-11,2017-04-28,,,,nan,,,Nafferton,982000176144053,68
208.0,UK107189202440,SWEDISH RED n WHITE X,Female,2015-09-17,2017-04-28,,,,nan,,,Nafferton,982000176144043,68
321.0,UK107189702459,HOLSTEIN FRIESIAN,Female,2015-10-18,2017-04-28,,,,nan,,,Nafferton,982000176144047,67
329.0,UK107189402470,HOLSTEIN FRIESIAN,Female,2015-11-05,2017-04-28,,,,nan,,,Nafferton,982000176144054,66
338.0,UK107189302483,Swedish Red X,Female,2015-11-11,2017-04-28,,,,nan,,,Nafferton,982000176144235,66
352.0,UK107189502506,Swedish Red X,Female,2015-12-03,2017-04-28,,,,nan,,,Nafferton,982000176144120,65
34.0,UK106710302134,HOLSTEIN FRIESIAN,Female,2014-12-09,2018-06-15,,,,nan,,,Nafferton,0,77
203.0,UK106710102202,HOLSTEIN FRIESIAN,Female,2015-04-17,2018-06-15,,,,nan,2021-04-16,,Nafferton,0,73
8324.0,UK106710402324,HOLSTEIN FRIESIAN,Female,2016-02-08,2018-06-15,,,,nan,,,Nafferton,982000176144056,63
349.0,UK106710102349,HOLSTEIN FRIESIAN,Female,2016-03-18,2018-06-15,,,,nan,,,Nafferton,982000176144318,61
355.0,UK106710702355,HOLSTEIN FRIESIAN,Female,2016-03-27,2018-06-15,,,,nan,,,Nafferton,982000176144132,61
358.0,UK106710302358,HOLSTEIN FRIESIAN,Female,2016-04-04,2018-06-15,,,,nan,,,Nafferton,982000176144094,61
361.0,UK106710602361,HOLSTEIN FRIESIAN,Female,2016-04-06,2018-06-15,,,,nan,,,Nafferton,982000175376950,61
362.0,UK106710702362,HOLSTEIN FRIESIAN,Female,2016-04-07,2018-06-15,,,,nan,,,Nafferton,982000176144229,61
991.0,UK106710701991,HOLSTEIN FRIESIAN,Female,2013-12-21,2018-07-06,,,,nan,,,Nafferton,982000176144045,89
65.0,UK106710402065,HOLSTEIN FRIESIAN,Female,2014-05-25,2018-07-06,,,,nan,,,Nafferton,982000176144127,84
22.0,UK106710202119,HOLSTEIN FRIESIAN,Female,2014-10-26,2018-07-06,,,,nan,,,Nafferton,0,78
8304.0,UK106710201853,HOLSTEIN FRIESIAN,Female,2013-01-22,2018-07-12,,,,nan,,,Nafferton,982000176144104,100
903.0,UK106710301903,HOLSTEIN FRIESIAN,Female,2013-06-30,2018-07-12,,,,nan,,,Nafferton,982000176144168,95
913.0,UK106710601913,HOLSTEIN FRIESIAN,Female,2013-07-17,2018-07-12,,,,nan,,,Nafferton,982000176071946,94
922.0,UK106710101922,HOLSTEIN FRIESIAN,Female,2013-07-27,2018-07-12,,,,nan,,,Nafferton,982000176144156,94
977.0,UK106710701977,HOLSTEIN FRIESIAN,Female,2013-11-18,2018-07-12,,,,nan,,,Nafferton,982000176144161,90
978.0,UK106710101978,HOLSTEIN FRIESIAN,Female,2013-11-25,2018-07-12,,,,nan,,,Nafferton,982000176144131,90
987.0,UK106710301987,HOLSTEIN FRIESIAN,Female,2013-12-09,2018-07-12,,,,nan,,,Nafferton,982000176144205,89
990.0,UK106710601990,HOLSTEIN FRIESIAN,Female,2013-12-20,2018-07-12,,,,nan,,,Nafferton,982000176144154,89
829.0,UK106710302029,HOLSTEIN FRIESIAN,Female,2014-03-18,2018-07-12,,,,nan,,,Nafferton,982000176144206,86
79.0,UK106710402079,HOLSTEIN FRIESIAN,Female,2014-07-10,2018-07-12,,,,nan,,,Nafferton,982000176144177,82
8107.0,UK106710402107,HOLSTEIN FRIESIAN,Female,2014-10-04,2018-07-12,,,,nan,,,Nafferton,982000176144288,79
838.0,UK106710702138,HOLSTEIN FRIESIAN,Female,2014-12-27,2018-07-12,,,,nan,,,Nafferton,982000176144070,76
86.0,UK106710402142,HOLSTEIN FRIESIAN,Female,2015-01-06,2018-07-12,,,,nan,,,Nafferton,982000176144324,76
61.0,UK106710102160,HOLSTEIN FRIESIAN,Female,2015-02-14,2018-07-12,,,,nan,,,Nafferton,982000176144042,75
181.0,UK106710102181,HOLSTEIN FRIESIAN,Female,2015-03-21,2018-07-12,,,,nan,,,Nafferton,982000176144123,74
220.0,UK106710502220,HOLSTEIN FRIESIAN,Female,2015-06-01,2018-07-12,,,,nan,,,Nafferton,982000176144097,71
8225.0,UK106710302225,HOLSTEIN FRIESIAN,Female,2015-06-09,2018-07-12,,,,nan,,,Nafferton,982000176144128,71
240.0,UK106710402240,HOLSTEIN FRIESIAN,Female,2015-07-16,2018-07-12,,,,nan,,,Nafferton,982000176144314,70
256.0,UK106710602256,HOLSTEIN FRIESIAN,Female,2015-09-14,2018-07-12,,,,nan,,,Nafferton,982000176144172,68
269.0,UK106710502269,HOLSTEIN FRIESIAN,Female,2015-10-24,2018-07-12,,,,nan,,,Nafferton,982000176144144,66
8278.0,UK106710702278,HOLSTEIN FRIESIAN,Female,2015-11-10,2018-07-12,,,,nan,,,Nafferton,982000176144191,66
300.0,UK106710102300,HOLSTEIN FRIESIAN,Female,2015-12-27,2018-07-12,,,,nan,,,Nafferton,982000176144219,64
370.0,UK106710102370,HOLSTEIN FRIESIAN,Female,2016-04-21,2018-07-12,,,,nan,,,Nafferton,982000176144193,60
221.0,UK106710401799,HOLSTEIN FRIESIAN,Female,2012-08-20,2018-07-13,,,,nan,,,Nafferton,982000176144305,105
305.0,UK106710301854,HOLSTEIN FRIESIAN,Female,2013-01-23,2018-07-13,,,,nan,,,Nafferton,982000176144258,100
891.0,UK106710501891,HOLSTEIN FRIESIAN,Female,2013-05-07,2018-07-13,,,,nan,,,Nafferton,982000176144057,96
897.0,UK106710401897,HOLSTEIN FRIESIAN,Female,2013-06-16,2018-07-13,,,,nan,,,Nafferton,982000176144336,95
69.0,UK106710102069,HOLSTEIN FRIESIAN,Female,2014-06-07,2018-07-13,,,,nan,,,Nafferton,982000176144182,83
90.0,UK106710102090,HOLSTEIN FRIESIAN,Female,2014-08-24,2018-07-13,,,,nan,,,Nafferton,982000176144164,81
125.0,UK106710102125,HOLSTEIN FRIESIAN,Female,2014-11-06,2018-07-13,,,,nan,,,Nafferton,982000176144060,78
831.0,UK106710702131,HOLSTEIN FRIESIAN,Female,2014-11-29,2018-07-13,,,,nan,,,Nafferton,982000176144114,77
139.0,UK106710102139,HOLSTEIN FRIESIAN,Female,2014-12-29,2018-07-13,,,,nan,,,Nafferton,982000176144218,76
8141.0,UK106710302141,HOLSTEIN FRIESIAN,Female,2015-01-04,2018-07-13,,,,nan,,,Nafferton,982000176144227,76
8144.0,UK106710602144,HOLSTEIN FRIESIAN,Female,2015-01-09,2018-07-13,,,,nan,,,Nafferton,982000176072130,76
14.0,UK106710202147,HOLSTEIN FRIESIAN,Female,2015-01-13,2018-07-13,,,,nan,,,Nafferton,982000176144264,76
8180.0,UK106710702180,HOLSTEIN FRIESIAN,Female,2015-03-19,2018-07-13,,,,nan,,,Nafferton,982000176144068,74
8229.0,UK106710702229,HOLSTEIN FRIESIAN,Female,2015-06-22,2018-07-13,,,,nan,,,Nafferton,982000176144039,70
263.0,UK106710602263,HOLSTEIN FRIESIAN,Female,2015-09-27,2018-07-13,,,,nan,,,Nafferton,982000176144201,67
8267.0,UK106710302267,HOLSTEIN FRIESIAN,Female,2015-10-12,2018-07-13,,,,nan,,,Nafferton,982000176144194,67
275.0,UK106710402275,HOLSTEIN FRIESIAN,Female,2015-11-07,2018-07-13,,,,nan,,,Nafferton,982000176144115,66
306.0,UK106710702306,HOLSTEIN FRIESIAN,Female,2016-01-11,2018-07-13,,,,nan,,,Nafferton,982000176144058,64
8315.0,UK106710202315,HOLSTEIN FRIESIAN,Female,2016-01-26,2018-07-13,,,,nan,,,Nafferton,982000176144213,63
15.0,UK106710302323,HOLSTEIN FRIESIAN,Female,2016-02-07,2018-08-07,,,,nan,,,Nafferton,0,63
327.0,UK107189202468,Swedish Red X,Female,2015-11-04,2018-09-28,,,,nan,,,Nafferton,982000176144040,66
343.0,UK107189302490,HOLSTEIN FRIESIAN,Female,2015-11-18,2018-09-28,,,,nan,,,Nafferton,982000176144317,66
350.0,UK107189602500,Swedish Red X,Female,2015-11-26,2018-09-28,,,,nan,,,Nafferton,982000176144076,65
8358.0,UK107189702515,Swedish Red X,Female,2015-12-13,2018-09-28,,,,nan,,,Nafferton,982000176071934,65
281.0,UK107189102558,HOLSTEIN FRIESIAN,Female,2016-02-23,2018-09-28,,,,nan,,,Nafferton,982000176144174,62
557.0,UK107189602619,HOLSTEIN FRIESIAN,Female,2016-07-18,2018-09-28,,,,nan,,,Nafferton,982000176144225,57
11.0,UK107189702641,HOLSTEIN FRIESIAN,Female,2016-09-03,2018-09-28,,,,nan,,,Nafferton,982000176144296,56
513.0,UK107189202566,HOLSTEIN FRIESIAN,Female,2016-03-05,2018-10-29,,,,nan,,,Nafferton,982000176144309,62
917.0,UK106710301917,HOLSTEIN FRIESIAN,Female,2013-07-23,2018-10-30,,,,nan,,,Nafferton,982000176072129,94
328.0,UK107189302469,HOLSTEIN FRIESIAN,Female,2015-11-05,2018-11-06,,,,nan,,,Nafferton,982000176144122,66
505.0,UK107189602535,HOLSTEIN FRIESIAN,Female,2016-01-17,2018-11-06,,,,nan,,,Nafferton,982000176144195,64
508.0,UK107189102600,HOLSTEIN FRIESIAN,Female,2016-05-23,2018-11-06,,,,nan,,,Nafferton,982000176144196,59
509.0,UK107189202622,HOLSTEIN FRIESIAN,Female,2016-07-24,2018-11-06,,,,nan,,,Nafferton,0,57
504.0,UK107189602626,HOLSTEIN FRIESIAN,Female,2016-08-03,2018-11-06,,,,nan,,,Nafferton,982000176144048,57
503.0,UK107189602633,HOLSTEIN FRIESIAN X,Female,2016-08-16,2018-11-06,,,,nan,,,Nafferton,982000176072148,56
501.0,UK107189402645,HOLSTEIN FRIESIAN,Female,2016-09-20,2018-11-06,,,,nan,,,Nafferton,982000176144099,55
571.0,UK106710602403,HOLSTEIN FRIESIAN,Female,2016-06-22,2019-02-08,,,,nan,,,Nafferton,982000176144103,58
555.0,UK106710202441,HOLSTEIN FRIESIAN,Female,2016-09-05,2019-02-08,,,,nan,,,Nafferton,982000176144124,56
561.0,UK106710502451,HOLSTEIN FRIESIAN,Female,2016-09-27,2019-02-08,,,,nan,,,Nafferton,982000176144075,55
559.0,UK106710102461,HOLSTEIN FRIESIAN,Female,2016-10-29,2019-02-08,,,,nan,,,Nafferton,982000176144186,54
2480.0,UK106710602480,HOLSTEIN FRIESIAN,Female,2016-12-05,2019-02-08,,,,nan,,,Nafferton,0,53
554.0,UK106710102482,HOLSTEIN FRIESIAN,Female,2016-12-14,2019-02-08,,,,nan,,,Nafferton,982000176144157,52
558.0,UK106710702502,HOLSTEIN FRIESIAN,Female,2017-01-16,2019-02-08,,,,nan,,,Nafferton,982000176144116,51
553.0,UK106710202504,HOLSTEIN FRIESIAN,Female,2017-01-18,2019-02-08,,,,nan,,,Nafferton,982000175466800,51
566.0,UK106710302512,HOLSTEIN FRIESIAN,Female,2017-01-26,2019-02-08,,,,nan,,,Nafferton,982000176144133,51
574.0,UK106710202539,HOLSTEIN FRIESIAN,Female,2017-03-06,2019-02-08,,,,nan,,,Nafferton,982000176144108,50
336.0,UK107189602479,HOLSTEIN FRIESIAN,Female,2015-11-09,2019-02-08,,,,nan,,,Nafferton,982000176144173,66
567.0,UK107189602731,HOLSTEIN FRIESIAN,Female,2016-12-19,2019-02-08,,,,nan,,,Nafferton,982000176144200,52
525.0,UK107189202755,Swedish Red X,Female,2017-01-26,2019-02-08,,,,nan,,,Nafferton,982000176144220,51
455.0,UK106710202455,HOLSTEIN FRIESIAN,Female,2016-10-18,2019-03-27,,,,nan,,,Nafferton,982000176144078,54
,UK107189603347,HOLSTEIN FRIESIAN,Female,2019-06-24,2019-06-24,,,,nan,,,Nafferton,0,22
,UK107189703348,HOLSTEIN FRIESIAN,Male,2019-06-27,2019-06-27,,,,nan,,,Nafferton,0,22
311.0,UK106710402506,HOLSTEIN FRIESIAN,Female,2017-01-18,2019-07-12,,,,nan,,,Nafferton,982000176144215,51
5.0,UK106710102517,HOLSTEIN FRIESIAN,Female,2017-02-03,2019-07-12,,,,nan,,,Nafferton,982000176144192,51
301.0,UK106710402527,HOLSTEIN FRIESIAN,Female,2017-02-18,2019-07-12,,,,nan,,,Nafferton,982000175466823,50
2531.0,UK106710102531,HOLSTEIN FRIESIAN,Female,2017-02-25,2019-07-12,,,,nan,,,Nafferton,982000175466827,50
2545.0,UK106710102545,HOLSTEIN FRIESIAN,Female,2017-03-13,2019-07-12,,,,nan,,,Nafferton,0,49
38.0,UK106710202588,HOLSTEIN FRIESIAN,Female,2017-06-19,2019-07-12,,,,nan,,,Nafferton,982000176144266,46
89.0,UK107189502618,HOLSTEIN FRIESIAN X,Female,2016-07-10,2019-07-12,,,,nan,,,Nafferton,982000176144180,58
102.0,UK107189102649,Swedish Red X,Female,2016-09-22,2019-07-12,,,,nan,,,Nafferton,982000176144326,55
157.0,UK107189402652,Swedish Red X,Female,2016-09-27,2019-07-12,,,,nan,,,Nafferton,982000176144252,55
1288.0,UK107189502674,Swedish Red X,Female,2016-10-24,2019-07-12,,,,nan,,,Nafferton,982000176144243,54
528.0,UK107189702676,HOLSTEIN FRIESIAN,Female,2016-10-24,2019-07-12,,,,nan,,,Nafferton,982000176144207,54
388.0,UK107189402680,Swedish Red X,Female,2016-11-01,2019-07-12,,,,nan,,,Nafferton,982000176144311,54
387.0,UK107189602682,Swedish Red X,Female,2016-11-01,2019-07-12,,,,nan,,,Nafferton,982000176144257,54
394.0,UK107189102698,Swedish Red X,Female,2016-11-22,2019-07-12,,,,nan,,,Nafferton,982000176144255,53
397.0,UK107189102705,HOLSTEIN FRIESIAN,Female,2016-11-25,2019-07-12,,,,nan,,,Nafferton,982000176144276,53
155.0,UK107189402743,HOLSTEIN FRIESIAN,Female,2017-01-06,2019-07-12,,,,nan,,,Nafferton,982000176144244,52
1244.0,UK107189402750,HOLSTEIN FRIESIAN,Female,2017-01-16,2019-07-12,,,,nan,,,Nafferton,982000176144141,51
68.0,UK107189302791,BRITISH FRIESIAN X,Female,2017-03-27,2019-07-12,,,,nan,,,Nafferton,982000176144242,49
83.0,UK107189202797,HOLSTEIN FRIESIAN,Female,2017-04-15,2019-07-12,,,,nan,,,Nafferton,982000176144166,48
80.0,UK107189402799,BRITISH FRIESIAN X,Female,2017-04-24,2019-07-12,,,,nan,,,Nafferton,0,48
529.0,UK107189602808,HOLSTEIN FRIESIAN,Female,2017-05-22,2019-07-12,,,,nan,,,Nafferton,982000176144271,47
392.0,UK107189202783,BRITISH FRIESIAN X,Female,2017-03-15,2019-08-13,,Cockle park,,nan,,,Nafferton,982000176144330,49
,UK107189403408,HOLSTEIN FRIESIAN,Bull,2019-11-03,2019-11-03,,,,nan,,,Nafferton,0,17
,UK107189603410,HOLSTEIN FRIESIAN,Bull,2019-11-03,2019-11-03,,,,nan,,,Nafferton,0,17
,UK107189103391,HOLSTEIN FRIESIAN,Male,2019-09-30,2019-11-06,,,,nan,,,Nafferton,0,18
,UK107189203413,HOLSTEIN FRIESIAN X,Female,2019-11-14,2019-11-14,,,,nan,,,Nafferton,0,17
,UK107189503458,HOLSTEIN FRIESIAN,Bull,2020-01-02,2020-01-02,,,,nan,,,Nafferton,982000176157024,15
,UK107189403464,HOLSTEIN FRIESIAN,Male,2020-01-02,2020-01-02,,,,nan,,,Nafferton,982000176157030,15
12.0,UK106710102566,Holstein,Female,2017-04-24,2020-02-11,,Newcastle University,,nan,,,Nafferton,982000176126172,48
48.0,UK106710102587,HOLSTEIN FRIESIAN,Female,2017-06-16,2020-02-11,,Newcastle University,,nan,,,Nafferton,982000176126179,46
6.0,UK106710102615,HOLSTEIN FRIESIAN,Female,2017-07-28,2020-02-11,,Newcastle University,,nan,,,Nafferton,982000176126187,45
44.0,UK106710202518,HOLSTEIN FRIESIAN,Female,2017-02-04,2020-02-11,,Newcastle University,,nan,,,Nafferton,982000176126163,51
20.0,UK106710302554,HOLSTEIN FRIESIAN,Female,2017-03-26,2020-02-11,,Newcastle University,,nan,,,Nafferton,982000176126169,49
33.0,UK106710302568,Holstein,Female,2017-05-05,2020-02-11,,Newcastle University,,nan,,,Nafferton,982000176126174,48
49.0,UK106710402562,Holstein,Female,2017-04-16,2020-02-11,,Newcastle University,,nan,,,Nafferton,982000176126170,48
41.0,UK106710402569,Holstein,Female,2017-05-07,2020-02-11,,Newcastle University,,nan,,,Nafferton,982000176126175,48
57.0,UK106710402660,HOLSTEIN FRIESIAN,Female,2017-11-15,2020-02-11,,Newcastle University,,nan,,,Nafferton,982000176126195,41
,UK106710502563,HOLSTEIN FRIESIAN,Female,2017-04-20,2020-02-11,,Newcastle University,,nan,,,Nafferton,982000176126171,48
53.0,UK106710502605,HOLSTEIN FRIESIAN,Female,2017-07-13,2020-02-11,,Newcastle University,,nan,,,Nafferton,982000176126184,45
67.0,UK106710502626,HOLSTEIN FRIESIAN,Female,2017-09-01,2020-02-11,,Newcastle University,,nan,,,Nafferton,0,44
25.0,UK106710602571,Holstein,Female,2017-05-12,2020-02-11,,Newcastle University,,nan,,,Nafferton,982000176126176,47
77.0,UK106710602634,HOLSTEIN FRIESIAN,Female,2017-09-14,2020-02-11,,Newcastle University,,nan,,,Nafferton,982000176126189,43
35.0,UK106710602641,HOLSTEIN FRIESIAN,Female,2017-10-06,2020-02-11,,Newcastle University,,nan,,,Nafferton,982000176126191,43
52.0,UK107189102824,HOLSTEIN FRIESIAN X,Female,2017-08-05,2020-02-11,,Newcastle University,,nan,,,Nafferton,982000176126246,45
63.0,UK107189102873,HOLSTEIN FRIESIAN X,Female,2017-10-28,2020-02-11,,Newcastle University,,nan,,,Nafferton,982000176126270,42
43.0,UK107189102894,HOLSTEIN FRIESIAN,Female,2017-11-21,2020-02-11,,Newcastle University,,nan,,,Nafferton,982000176126281,41
104.0,UK107189202811,HOLSTEIN FRIESIAN,Female,2017-05-24,2020-02-11,,Newcastle University,,nan,,,Nafferton,982000176126238,47
254.0,UK107189202818,HOLSTEIN FRIESIAN,Female,2017-07-22,2020-02-11,,Newcastle University,,nan,,,Nafferton,982000176126243,45
419.0,UK107189202867,HOLSTEIN FRIESIAN X,Female,2017-10-18,2020-02-11,,Newcastle University,,nan,,,Nafferton,982000176126265,42
184.0,UK107189202874,Swedish Red X,Female,2017-10-28,2020-02-11,,Newcastle University,,nan,,,Nafferton,982000176126271,42
9.0,UK107189202888,HOLSTEIN FRIESIAN,Female,2017-11-08,2020-02-11,,Newcastle University,,nan,,,Nafferton,982000176126278,41
172.0,UK107189202902,HOLSTEIN FRIESIAN,Female,2017-11-24,2020-02-11,,Newcastle University,,nan,,,Nafferton,982000176126287,41
404.0,UK107189302861,HOLSTEIN FRIESIAN,Female,2017-10-11,2020-02-11,,Newcastle University,,nan,,,Nafferton,982000176126262,42
213.0,UK107189402820,HOLSTEIN FRIESIAN,Female,2017-07-23,2020-02-11,,Newcastle University,,nan,,,Nafferton,982000176126244,45
262.0,UK107189402841,HOLSTEIN FRIESIAN,Female,2017-09-13,2020-02-11,,Newcastle University,,nan,,,Nafferton,0,43
439.0,UK107189402883,HOLSTEIN FRIESIAN,Female,2017-11-07,2020-02-11,,Newcastle University,,nan,,,Nafferton,982000176126275,42
405.0,UK107189502863,HOLSTEIN FRIESIAN X,Female,2017-10-11,2020-02-11,,Newcastle University,,nan,,,Nafferton,982000176126263,42
360.0,UK107189602675,Swedish Red X,Female,2016-10-24,2020-02-11,,Newcastle University,,nan,,,Nafferton,982000176126224,54
519.0,UK107189602766,BRITISH FRIESIAN X,Female,2017-02-12,2020-02-11,,Newcastle University,,nan,,,Nafferton,982000176126229,50
152.0,UK107189602815,HOLSTEIN FRIESIAN,Female,2017-06-18,2020-02-11,,Newcastle University,,nan,,,Nafferton,982000176126240,46
317.0,UK107189602822,BRITISH FRIESIAN X,Female,2017-07-29,2020-02-11,,Newcastle University,,nan,,,Nafferton,982000176126245,45
302.0,UK107189602857,HOLSTEIN FRIESIAN,Female,2017-10-04,2020-02-11,,Newcastle University,,nan,,,Nafferton,982000176126260,43
444.0,UK107189602892,HOLSTEIN FRIESIAN,Female,2017-11-17,2020-02-11,,Newcastle University,,nan,,,Nafferton,982000176126280,41
,UK107189602962,HOLSTEIN FRIESIAN,Female,2018-02-26,2020-02-11,,Newcastle University,,nan,,,Nafferton,0,38
389.0,UK107189702683,Swedish Red X,Female,2016-11-03,2020-02-11,,Newcastle University,,nan,,,Nafferton,982000176126225,54
516.0,UK107189702760,BRITISH FRIESIAN X,Female,2017-02-06,2020-02-11,,Newcastle University,,nan,,,Nafferton,982000176126228,51
,UK107189702774,Swedish Red X,Female,2017-03-02,2020-02-11,,Newcastle University,,nan,,,Nafferton,0,50
32.0,UK107189702809,BRITISH FRIESIAN X,Female,2017-05-23,2020-02-11,,Newcastle University,,nan,,,Nafferton,982000176126237,47
16.0,UK107189702816,HOLSTEIN FRIESIAN,Female,2017-06-18,2020-02-11,,Newcastle University,,nan,,,Nafferton,982000176126241,46
2759.0,UK106710502759,HOLSTEIN FRIESIAN,Female,2018-05-15,2020-02-12,,Newcastle University,,nan,,,Nafferton,982000176126221,35
2659.0,UK107189402659,Swedish Red X,Female,2016-10-12,2020-02-12,,Newcastle University,,nan,,,Nafferton,982000176126222,55
3058.0,UK107189403058,Holstein,Female,2018-07-28,2020-02-12,,Newcastle University,,nan,,,Nafferton,982000176126333,33
2736.0,UK107189402736,HOLSTEIN FRIESIAN X,Female,2016-12-22,2020-02-23,,Newcastle University,,nan,,,Nafferton,0,52
,UK107189302910,HOLSTEIN FRIESIAN,Female,2017-12-04,2020-02-23,,Newcastle University,,nan,,,Nafferton,982000176126288,41
,UK107189502898,HOLSTEIN FRIESIAN,Female,2017-11-22,2020-02-23,,Newcastle University,,nan,,,Nafferton,982000176126284,41
