Freeze Brand,Ear Tag,Breed,Sex,Date Of Birth,Date Of Acquisition,Age when acquired,Purchased From,Date Of Disposal,Disposed Of To,Date Of Death,Manner and Place of Destruction,Location,Group,Fqas,EID,Name,Age(mths),Age(days),
3049,UK107189203049,HOLSTEIN FRIESIAN,Female,15/07/2018,12/10/2018,0 yrs  3 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,,0,,982000176126329,,22,669,
3052,UK107189503052,Holstein,Female,15/07/2018,12/10/2018,0 yrs  3 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,,0,,982000176126330,,22,669,
3053,UK107189603053,Holstein,Female,15/07/2018,12/10/2018,0 yrs  3 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,,0,,982000176126331,,22,669,
3056,UK107189203056,Holstein,Female,27/07/2018,12/10/2018,0 yrs  3 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,,0,,982000176126332,,21,657,
3058,UK107189403058,Holstein,Female,28/07/2018,12/10/2018,0 yrs  3 mths,,12/02/2020,31/377/0042 Nafferton Farm,,,,0,,982000176126333,,18,564,
3059,UK107189503059,HOLSTEIN FRIESIAN,Female,20/07/2018,12/10/2018,0 yrs  3 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,,0,,982000176126334,,22,664,
3062,UK107189103062,HOLSTEIN FRIESIAN,Female,25/07/2018,12/10/2018,0 yrs  3 mths,,,,17/10/2019,Warrens,,0,,982000176126335,,14,449,
3066,UK107189503066,HOLSTEIN FRIESIAN,Female,02/08/2018,14/11/2018,0 yrs  3 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,,0,,982000176126336,,21,651,
3070,UK107189203070,Holstein,Female,09/08/2018,14/11/2018,0 yrs  3 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,,0,,982000176126337,,21,644,
3071,UK107189303071,HOLSTEIN FRIESIAN,Female,09/08/2018,14/11/2018,0 yrs  3 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,,0,,982000176126338,,21,644,
3087,UK107189503087,HOLSTEIN FRIESIAN X,Female,24/08/2018,14/11/2018,0 yrs  3 mths,,09/04/2021,31/377/0042 Nafferton Farm,,,,0,,982000176126339,,31,959,
3091,UK107189203091,HOLSTEIN FRIESIAN,Female,30/08/2018,14/11/2018,0 yrs  3 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,,0,,982000176126340,,20,623,
3094,UK107189503094,HOLSTEIN FRIESIAN,Female,04/09/2018,14/11/2018,0 yrs  2 mths,,,,27/11/2019,Warrens,,0,,982000176126341,,14,449,
3095,UK107189603095,HOLSTEIN FRIESIAN,Female,10/09/2018,14/11/2018,0 yrs  2 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,,0,,982000176126342,,20,612,
,UK107189502660,Swedish Red X,Female,13/10/2016,01/12/2018,2 yrs  2 mths,,12/02/2020,31/377/0042 Nafferton Farm,,,,0,,982000176126223,,40,1217,
,UK107189502758,Swedish Red X,Female,30/01/2017,01/12/2018,1 yrs  11 mths,,12/02/2020,31/377/0042 Nafferton Farm,,,,0,,982000176126227,,36,1108,
2777,UK107189302777,Swedish Red X,Female,08/03/2017,01/12/2018,1 yrs  9 mths,,08/06/2020,31/377/0042 Nafferton Farm,,,,0,,982000176126232,,39,1188,
2789,UK107189102789,BRITISH FRIESIAN X,Female,23/03/2017,01/12/2018,1 yrs  9 mths,,08/06/2020,31/377/0042 Nafferton Farm,,,,0,,982000176126234,,39,1173,
2805,UK107189302805,BRITISH FRIESIAN X,Female,09/05/2017,01/12/2018,1 yrs  7 mths,,29/11/2019,Market,,,,0,,982000176126236,,31,934,
2835,UK107189502835,BRITISH FRIESIAN X,Female,11/09/2017,01/12/2018,1 yrs  3 mths,,08/06/2020,31/377/0042 Nafferton Farm,,,,0,,982000176126249,,33,1001,
2836,UK107189602836,BRITISH FRIESIAN X,Female,11/09/2017,01/12/2018,1 yrs  3 mths,,08/06/2020,31/377/0042 Nafferton Farm,,,,0,,982000176126250,,33,1001,
2838,UK107189102838,HOLSTEIN FRIESIAN,Female,13/09/2017,01/12/2018,1 yrs  3 mths,,08/06/2020,31/377/0042 Nafferton Farm,,,,0,,982000176126251,,33,999,
,UK107189402841,HOLSTEIN FRIESIAN,Female,13/09/2017,01/12/2018,1 yrs  3 mths,,12/02/2020,31/377/0042 Nafferton Farm,,,,0,,982000176126252,,29,882,
,UK107189402848,HOLSTEIN FRIESIAN X,Female,21/09/2017,01/12/2018,1 yrs  3 mths,,12/02/2020,31/377/0042 Nafferton Farm,,,,0,,982000176126253,,29,874,
,UK107189702851,HOLSTEIN FRIESIAN,Female,27/09/2017,01/12/2018,1 yrs  3 mths,,12/02/2020,31/377/0042 Nafferton Farm,,,,0,,982000176126255,,28,868,
2854,UK107189302854,HOLSTEIN FRIESIAN,Female,01/10/2017,01/12/2018,1 yrs  2 mths,,,,18/03/2020,Warrens,,0,,982000176126257,,29,899,
,UK107189402855,HOLSTEIN FRIESIAN,Female,01/10/2017,01/12/2018,1 yrs  2 mths,,12/02/2020,31/377/0042 Nafferton Farm,,,,0,,982000176126258,,28,864,
2856,UK107189502856,HOLSTEIN FRIESIAN,Female,01/10/2017,01/12/2018,1 yrs  2 mths,,08/06/2020,31/377/0042 Nafferton Farm,,,,0,,982000176126259,,32,981,
,UK107189602857,HOLSTEIN FRIESIAN,Female,04/10/2017,01/12/2018,1 yrs  2 mths,,12/02/2020,31/377/0042 Nafferton Farm,,,,0,,982000176126260,,28,861,
,UK107189402736,HOLSTEIN FRIESIAN X,Female,22/12/2016,01/12/2018,2 yrs  0 mths,,23/02/2020,31/377/0042 Nafferton Farm,,,,0,,0,,38,1158,
,UK107189502849,BRITISH FRIESIAN X,Female,25/09/2017,01/12/2018,1 yrs  3 mths,,23/02/2020,31/377/0042 Nafferton Farm,,,,0,,0,,29,881,
3096,UK107189703096,HOLSTEIN FRIESIAN,Female,11/09/2018,19/12/2018,0 yrs  3 mths,,,,24/12/2020,Warrens Deadstock,,0,,982000176126343,,27,835,
3101,UK107189503101,HOLSTEIN FRIESIAN,Female,18/09/2018,19/12/2018,0 yrs  3 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,,0,,982000176126344,,20,604,
3104,UK107189103104,HOLSTEIN FRIESIAN,Female,23/09/2018,19/12/2018,0 yrs  3 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,,0,,982000176126345,,29,884,
3105,UK107189203105,HOLSTEIN FRIESIAN,Female,26/09/2018,19/12/2018,0 yrs  3 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,,0,,982000176126346,,19,596,
3106,UK107189303106,HOLSTEIN FRIESIAN,Female,28/09/2018,19/12/2018,0 yrs  3 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,,0,,982000176126347,,19,594,
3107,UK107189403107,HOLSTEIN FRIESIAN,Female,30/09/2018,19/12/2018,0 yrs  3 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,,0,,982000176126348,,19,592,
3111,UK107189103111,HOLSTEIN FRIESIAN,Female,05/10/2018,23/01/2019,0 yrs  3 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,,0,,982000176126349,,19,587,
3112,UK107189203112,HOLSTEIN FRIESIAN,Female,10/10/2018,23/01/2019,0 yrs  3 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,,0,,982000176126350,,28,867,
3114,UK107189403114,HOLSTEIN FRIESIAN,Female,15/10/2018,23/01/2019,0 yrs  3 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,,0,,982000176126351,,19,577,
3117,UK107189703117,HOLSTEIN FRIESIAN,Female,16/10/2018,23/01/2019,0 yrs  3 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,,0,,982000176126352,,28,861,
3126,UK107189203126,HOLSTEIN FRIESIAN,Female,22/10/2018,23/01/2019,0 yrs  3 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,,0,,982000176126353,,19,570,
3127,UK107189303127,HOLSTEIN FRIESIAN,Female,27/10/2018,23/01/2019,0 yrs  3 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,,0,,982000176126354,,18,565,
3128,UK107189403128,HOLSTEIN FRIESIAN,Female,27/10/2018,23/01/2019,0 yrs  3 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,,0,,982000176126355,,18,565,
3131,UK107189703131,HOLSTEIN FRIESIAN,Female,27/10/2018,23/01/2019,0 yrs  3 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,,0,,982000176126356,,18,565,
3135,UK107189403135,HOLSTEIN FRIESIAN,Female,31/10/2018,23/01/2019,0 yrs  3 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,,0,,982000176126357,,18,561,
3136,UK107189503136,HOLSTEIN FRIESIAN,Female,31/10/2018,23/01/2019,0 yrs  3 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,,0,,982000176126358,,28,846,
3140,UK107189203140,HOLSTEIN FRIESIAN X,Female,05/11/2018,23/01/2019,0 yrs  2 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,,0,,982000176126359,,18,556,
3144,UK107189603144,HOLSTEIN FRIESIAN,Female,07/11/2018,23/01/2019,0 yrs  2 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,,0,,982000176126360,,18,554,
3145,UK107189703145,HOLSTEIN FRIESIAN,Female,08/11/2018,23/01/2019,0 yrs  2 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,,0,,982000176126361,,18,553,
3146,UK107189103146,HOLSTEIN FRIESIAN,Female,08/11/2018,23/01/2019,0 yrs  2 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,,0,,982000176126362,,18,553,
3151,UK107189603151,HOLSTEIN FRIESIAN,Female,14/11/2018,23/01/2019,0 yrs  2 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,,0,,982000176126363,,27,832,
3157,UK107189503157,HOLSTEIN FRIESIAN,Female,16/11/2018,07/03/2019,0 yrs  4 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,,0,,982000176126364,,18,545,
3163,UK107189403163,HOLSTEIN FRIESIAN,Female,23/11/2018,07/03/2019,0 yrs  4 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,,0,,982000176126365,,17,538,
3165,UK107189603165,HOLSTEIN FRIESIAN,Female,25/11/2018,07/03/2019,0 yrs  4 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,,0,,982000176126366,,27,821,
3168,UK107189203168,HOLSTEIN FRIESIAN,Female,25/11/2018,07/03/2019,0 yrs  4 mths,,,,,,,0,,982000176126367,,29,877,
3169,UK107189303169,HOLSTEIN FRIESIAN,Female,25/11/2018,07/03/2019,0 yrs  4 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,,0,,982000176126368,,27,821,
3172,UK107189603172,HOLSTEIN FRIESIAN,Female,29/11/2018,07/03/2019,0 yrs  4 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,,0,,982000176126369,,17,532,
3175,UK107189203175,HOLSTEIN FRIESIAN,Female,01/12/2018,07/03/2019,0 yrs  3 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,,0,,982000176126371,,27,815,
3178,UK107189503178,HOLSTEIN FRIESIAN,Female,03/12/2018,07/03/2019,0 yrs  3 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,,0,,982000176126372,,27,813,
3179,UK107189603179,HOLSTEIN FRIESIAN,Female,03/12/2018,07/03/2019,0 yrs  3 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,,0,,982000176126373,,27,813,
3183,UK107189303183,HOLSTEIN FRIESIAN,Female,12/12/2018,07/03/2019,0 yrs  3 mths,,18/03/2021,31/377/0042 Nafferton Farm,,,,0,,982000176308658,,27,827,
3185,UK107189503185,HOLSTEIN FRIESIAN,Female,18/12/2018,07/03/2019,0 yrs  3 mths,,09/04/2021,31/377/0042 Nafferton Farm,,,,0,,982000176126375,,28,843,
3204,UK107189303204,HOLSTEIN FRIESIAN,Female,08/01/2019,07/03/2019,0 yrs  2 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,,0,,982000176126384,,25,777,
3174,UK107189103174,HOLSTEIN FRIESIAN,Female,09/03/2019,27/03/2019,0 yrs  0 mths,,09/04/2021,31/377/0042 Nafferton Farm,,,,0,,982000176126370,,25,762,
3186,UK107189603186,HOLSTEIN FRIESIAN,Female,18/12/2018,27/03/2019,0 yrs  3 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,,0,,982000176126376,,26,798,
3188,UK107189103188,HOLSTEIN FRIESIAN,Female,22/12/2018,27/03/2019,0 yrs  3 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,,0,,982000176126377,,26,794,
3191,UK107189403191,Swedish Red X,Female,25/12/2018,27/03/2019,0 yrs  3 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,,0,,982000176126378,,26,791,
3193,UK107189603193,HOLSTEIN FRIESIAN,Female,26/12/2018,27/03/2019,0 yrs  3 mths,,,,03/03/2021,Warrens Deadstock,,0,,982000176126379,,26,798,
3195,UK107189103195,HOLSTEIN FRIESIAN,Female,24/12/2018,27/03/2019,0 yrs  3 mths,,,,21/04/2020,Warrens,,0,,982000176126380,,16,484,
3196,UK107189203196,HOLSTEIN FRIESIAN,Female,27/12/2018,27/03/2019,0 yrs  3 mths,,09/04/2021,31/377/0042 Nafferton Farm,,,,0,,982000176126381,,27,834,
3197,UK107189303197,HOLSTEIN FRIESIAN,Female,27/12/2018,27/03/2019,0 yrs  3 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,,0,,982000176126382,,26,789,
3198,UK107189403198,HOLSTEIN FRIESIAN,Female,27/12/2018,27/03/2019,0 yrs  3 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,,0,,982000176126383,,26,789,
3208,UK107189703208,HOLSTEIN FRIESIAN,Female,16/01/2019,30/04/2019,0 yrs  3 mths,,08/06/2020,31/377/0042 Nafferton Farm,,,,0,,982000176126385,,16,509,
3209,UK107189103209,HOLSTEIN FRIESIAN,Female,17/01/2019,30/04/2019,0 yrs  3 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,,0,,982000176126386,,25,768,
3210,UK107189203210,HOLSTEIN FRIESIAN,Female,20/01/2019,30/04/2019,0 yrs  3 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,,0,,982000176126387,,16,480,
3211,UK107189303211,HOLSTEIN FRIESIAN,Female,21/01/2019,30/04/2019,0 yrs  3 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,,0,,982000176126388,,25,764,
3213,UK107189503213,HOLSTEIN FRIESIAN,Female,22/01/2019,30/04/2019,0 yrs  3 mths,,09/04/2021,31/377/0042 Nafferton Farm,,,,0,,982000176126389,,26,808,
3214,UK107189603214,HOLSTEIN FRIESIAN,Female,25/01/2019,30/04/2019,0 yrs  3 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,,0,,982000176126390,,25,760,
3215,UK107189703215,MONTBELIARDE X,Female,26/01/2019,30/04/2019,0 yrs  3 mths,,,,,,,0,,982000176308688,,27,815,
3216,UK107189103216,HOLSTEIN FRIESIAN X,Female,26/01/2019,30/04/2019,0 yrs  3 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,,0,,982000176126392,,25,759,
3217,UK107189203217,HOLSTEIN FRIESIAN,Female,01/02/2019,30/04/2019,0 yrs  2 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,,0,,982000176126393,,25,753,
3218,UK107189303218,HOLSTEIN FRIESIAN,Female,10/02/2019,30/04/2019,0 yrs  2 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,,0,,982000176126394,,15,459,
3231,UK107189203231,HOLSTEIN FRIESIAN X,Female,18/02/2019,30/04/2019,0 yrs  2 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,,0,,982000176126398,,24,736,
3232,UK107189303232,HOLSTEIN FRIESIAN,Female,18/02/2019,30/04/2019,0 yrs  2 mths,,09/04/2021,31/377/0042 Nafferton Farm,,,,0,,982000176126399,,26,781,
3235,UK107189603235,HOLSTEIN FRIESIAN,Female,18/02/2019,30/04/2019,0 yrs  2 mths,,09/04/2021,31/377/0042 Nafferton Farm,,,,0,,982000176126400,,26,781,
3258,UK107189103258,HOLSTEIN FRIESIAN,Female,14/03/2019,30/04/2019,0 yrs  1 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,,0,,982000176126408,,23,712,
3227,UK107189503227,HOLSTEIN FRIESIAN,Female,16/02/2019,24/05/2019,0 yrs  3 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,,0,,982000176126395,,24,738,
3228,UK107189603228,HOLSTEIN FRIESIAN X,Female,17/02/2019,24/05/2019,0 yrs  3 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,,0,,982000176126396,,24,737,
3229,UK107189703229,HOLSTEIN FRIESIAN X,Female,17/02/2019,24/05/2019,0 yrs  3 mths,,09/04/2021,31/377/0042 Nafferton Farm,,,,0,,982000176126397,,26,782,
3236,UK107189703236,HOLSTEIN FRIESIAN,Female,19/02/2019,24/05/2019,0 yrs  3 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,,0,,982000176126401,,24,735,
3237,UK107189103237,HOLSTEIN FRIESIAN,Female,19/02/2019,24/05/2019,0 yrs  3 mths,,,,21/04/2020,Warrens,,0,,982000176126402,,14,427,
3243,UK107189703243,HOLSTEIN FRIESIAN,Female,27/02/2019,24/05/2019,0 yrs  3 mths,,09/04/2021,31/377/0042 Nafferton Farm,,,,0,,982000176126403,,25,772,
3249,UK107189603249,HOLSTEIN FRIESIAN,Female,09/03/2019,24/05/2019,0 yrs  2 mths,,09/04/2021,31/377/0042 Nafferton Farm,,,,0,,982000176126404,,25,762,
3251,UK107189103251,HOLSTEIN FRIESIAN,Female,12/03/2019,24/05/2019,0 yrs  2 mths,,09/04/2021,31/377/0042 Nafferton Farm,,,,0,,982000176126405,,25,759,
3253,UK107189303253,HOLSTEIN FRIESIAN,Female,13/03/2019,24/05/2019,0 yrs  2 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,,0,,982000176126406,,23,713,
,UK107189403254,HOLSTEIN FRIESIAN,Female,13/03/2019,24/05/2019,0 yrs  2 mths,,,,26/11/2020,Warrens Deadstock,,0,,982000176126407,,20,624,
3259,UK107189203259,HOLSTEIN FRIESIAN,Female,17/04/2019,24/05/2019,0 yrs  1 mths,,09/04/2021,31/377/0042 Nafferton Farm,,,,0,,982000176126409,,24,723,
3260,UK107189303260,HOLSTEIN FRIESIAN,Female,17/03/2019,24/05/2019,0 yrs  2 mths,,09/04/2021,31/377/0042 Nafferton Farm,,,,0,,982000176126410,,25,754,
,UK106143100424,BEEF SHORTHORN,Male,22/02/2018,27/06/2019,1 yrs  4 mths,,08/06/2020,31/377/0042 Nafferton Farm,,,,0,,982000176126161,,27,837,
3310,UK107189403310,HOLSTEIN FRIESIAN,Female,13/04/2019,09/09/2019,0 yrs  5 mths,,,,,,,0,,0,,24,738,
3331,UK107189403331,HOLSTEIN FRIESIAN,Female,15/05/2019,09/09/2019,0 yrs  4 mths,,09/04/2021,31/377/0042 Nafferton Farm,,,,0,,982000176126413,,23,695,
0344,UK107189303344,HOLSTEIN FRIESIAN,Female,15/06/2019,09/09/2019,0 yrs  3 mths,,09/04/2021,31/377/0042 Nafferton Farm,,,,0,,0,,22,664,
0716,UK107189403345,HOLSTEIN FRIESIAN,Female,24/06/2019,09/09/2019,0 yrs  3 mths,,09/04/2021,31/377/0042 Nafferton Farm,,,,0,,982000176308678,,21,655,
0461,UK140858600461,Longhorn,Male,13/05/2017,11/10/2019,2 yrs  5 mths,,,,,,,0,,0,,47,1438,
,UK140858600468,Longhorn,Male,21/01/2018,11/10/2019,1 yrs  9 mths,,,,,,,0,,0,,39,1185,
,UK140858400480,Longhorn,Male,07/04/2018,11/10/2019,1 yrs  6 mths,,,,,,,0,,0,,36,1109,
3376,UK107189703376,HOLSTEIN FRIESIAN,Female,26/08/2019,18/12/2019,0 yrs  4 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,,0,,982000176308675,,19,592,
3378,UK107189203378,Aberdeen-Angus,Female,21/09/2019,18/12/2019,0 yrs  3 mths,Newcastle University,,,,,,0,,982000176308702,,19,577,
3384,UK107189103384,HOLSTEIN FRIESIAN,Female,23/09/2019,18/12/2019,0 yrs  3 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,,0,,982000176308709,,18,564,
3375,UK107189603375,HOLSTEIN FRIESIAN,Female,03/09/2019,18/12/2019,0 yrs  3 mths,Newcastle University,,,,,,0,,982000176308695,,19,595,
3383,UK107189703383,HOLSTEIN FRIESIAN,Female,23/09/2019,18/12/2019,0 yrs  3 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,,0,,982000176308636,,18,564,
3385,UK107189203385,BRITISH BLUE,Female,23/09/2019,18/12/2019,0 yrs  3 mths,Newcastle University,09/04/2021,31/377/0042 Nafferton Farm,,,,0,,982000176308672,,18,564,
,UK106710202518,HOLSTEIN FRIESIAN,Female,04/02/2017,11/02/2020,3 yrs  0 mths,Newcastle University,12/02/2020,31/377/0042 Nafferton Farm,,,,0,,982000176126163,,36,1103,
,UK107189702809,BRITISH FRIESIAN X,Female,23/05/2017,11/02/2020,2 yrs  9 mths,Newcastle University,12/02/2020,,,,,0,,982000176126237,,33,995,
,UK106710602641,HOLSTEIN FRIESIAN,Female,06/10/2017,11/02/2020,2 yrs  4 mths,Newcastle University,12/02/2020,,,,,0,,982000176126191,,28,859,
,UK107189202867,HOLSTEIN FRIESIAN X,Female,18/10/2017,11/02/2020,2 yrs  4 mths,Newcastle University,12/02/2020,,,,,0,,982000176126265,,28,847,
,UK107189402848,HOLSTEIN FRIESIAN X,Female,21/09/2017,11/02/2020,2 yrs  5 mths,Newcastle University,12/02/2020,,,,,0,,982000176126253,,29,874,
,UK106710402639,HOLSTEIN FRIESIAN,Female,02/10/2017,11/02/2020,2 yrs  4 mths,Newcastle University,12/02/2020,,,,,0,,982000176126190,,28,863,
,UK106710302568,Holstein,Female,05/05/2017,11/02/2020,2 yrs  9 mths,Newcastle University,12/02/2020,,,,,0,,982000176126174,,33,1013,
,UK106710602634,HOLSTEIN FRIESIAN,Female,14/09/2017,11/02/2020,2 yrs  5 mths,Newcastle University,12/02/2020,,,,,0,,982000176126189,,29,881,
,UK107189702683,Swedish Red X,Female,03/11/2016,11/02/2020,3 yrs  3 mths,Newcastle University,12/02/2020,,,,,0,,982000176126225,,39,1196,
,UK107189302812,HOLSTEIN FRIESIAN X,Female,01/06/2017,11/02/2020,2 yrs  8 mths,Newcastle University,12/02/2020,,,,,0,,982000176126239,,32,986,
,UK106710102566,Holstein,Female,24/04/2017,11/02/2020,2 yrs  10 mths,Newcastle University,12/02/2020,,,,,0,,982000176126172,,34,1024,
,UK107189402841,HOLSTEIN FRIESIAN,Female,13/09/2017,11/02/2020,2 yrs  5 mths,Newcastle University,12/02/2020,,,,,0,,982000176126252,,29,882,
,UK107189602766,BRITISH FRIESIAN X,Female,12/02/2017,11/02/2020,3 yrs  0 mths,Newcastle University,12/02/2020,,,,,0,,982000176126229,,36,1095,
,UK106710302589,HOLSTEIN FRIESIAN,Female,22/06/2017,11/02/2020,2 yrs  8 mths,Newcastle University,12/02/2020,,,,,0,,982000176126180,,32,965,
,UK107189602892,HOLSTEIN FRIESIAN,Female,17/11/2017,11/02/2020,2 yrs  3 mths,Newcastle University,12/02/2020,,,,,0,,982000176126280,,27,817,
,UK107189202902,HOLSTEIN FRIESIAN,Female,24/11/2017,11/02/2020,2 yrs  3 mths,Newcastle University,12/02/2020,,,,,0,,982000176126287,,27,810,
,UK107189502660,Swedish Red X,Female,13/10/2016,11/02/2020,3 yrs  4 mths,Newcastle University,12/02/2020,,,,,0,,982000176126223,,40,1217,
,UK106710102587,HOLSTEIN FRIESIAN,Female,16/06/2017,11/02/2020,2 yrs  8 mths,Newcastle University,12/02/2020,,,,,0,,982000176126179,,32,971,
,UK106710402569,Holstein,Female,07/05/2017,11/02/2020,2 yrs  9 mths,Newcastle University,12/02/2020,,,,,0,,982000176126175,,33,1011,
,UK107189402771,HOLSTEIN FRIESIAN X,Female,20/02/2017,11/02/2020,3 yrs  0 mths,Newcastle University,12/02/2020,,,,,0,,982000176126230,,36,1087,
,UK107189602857,HOLSTEIN FRIESIAN,Female,04/10/2017,11/02/2020,2 yrs  4 mths,Newcastle University,12/02/2020,,,,,0,,982000176126260,,28,861,
,UK107189502758,Swedish Red X,Female,30/01/2017,11/02/2020,3 yrs  1 mths,Newcastle University,12/02/2020,,,,,0,,982000176126227,,36,1108,
,UK107189602822,BRITISH FRIESIAN X,Female,29/07/2017,11/02/2020,2 yrs  7 mths,Newcastle University,12/02/2020,,,,,0,,982000176126245,,30,928,
,UK107189102901,HOLSTEIN FRIESIAN,Female,23/11/2017,11/02/2020,2 yrs  3 mths,Newcastle University,12/02/2020,,,,,0,,982000176126286,,27,811,
,UK107189302889,HOLSTEIN FRIESIAN X,Female,12/11/2017,11/02/2020,2 yrs  3 mths,Newcastle University,12/02/2020,,,,,0,,982000176126279,,27,822,
,UK107189102873,HOLSTEIN FRIESIAN X,Female,28/10/2017,11/02/2020,2 yrs  4 mths,Newcastle University,12/02/2020,,,,,0,,982000176126270,,27,837,
,UK107189102894,HOLSTEIN FRIESIAN,Female,21/11/2017,11/02/2020,2 yrs  3 mths,Newcastle University,12/02/2020,,,,,0,,982000176126281,,27,813,
,UK107189102824,HOLSTEIN FRIESIAN X,Female,05/08/2017,11/02/2020,2 yrs  6 mths,Newcastle University,12/02/2020,,,,,0,,982000176126246,,30,921,
,UK107189602962,HOLSTEIN FRIESIAN,Female,26/02/2018,11/02/2020,2 yrs  0 mths,Newcastle University,12/02/2020,,,,,0,,982000176126308,,23,716,
,UK106710402562,Holstein,Female,16/04/2017,11/02/2020,2 yrs  10 mths,Newcastle University,12/02/2020,,,,,0,,982000176126170,,34,1032,
,UK106710202567,Holstein,Female,02/05/2017,11/02/2020,2 yrs  9 mths,Newcastle University,12/02/2020,,,,,0,,982000176126173,,33,1016,
,UK106710302554,HOLSTEIN FRIESIAN,Female,26/03/2017,11/02/2020,2 yrs  11 mths,Newcastle University,12/02/2020,,,,,0,,982000176126169,,35,1053,
,UK107189202860,Swedish Red X,Female,10/10/2017,11/02/2020,2 yrs  4 mths,Newcastle University,12/02/2020,,,,,0,,982000176126261,,28,855,
,UK106710602571,Holstein,Female,12/05/2017,11/02/2020,2 yrs  9 mths,Newcastle University,12/02/2020,,,,,0,,982000176126176,,33,1006,
,UK107189402820,HOLSTEIN FRIESIAN,Female,23/07/2017,11/02/2020,2 yrs  7 mths,Newcastle University,12/02/2020,,,,,0,,982000176126244,,31,934,
,UK107189702760,BRITISH FRIESIAN X,Female,06/02/2017,11/02/2020,3 yrs  0 mths,Newcastle University,12/02/2020,,,,,0,,982000176126228,,36,1101,
,UK107189302861,HOLSTEIN FRIESIAN,Female,11/10/2017,11/02/2020,2 yrs  4 mths,Newcastle University,12/02/2020,,,,,0,,982000176126262,,28,854,
,UK107189702816,HOLSTEIN FRIESIAN,Female,18/06/2017,11/02/2020,2 yrs  8 mths,Newcastle University,12/02/2020,,,,,0,,982000176126241,,32,969,
,UK107189402883,HOLSTEIN FRIESIAN,Female,07/11/2017,11/02/2020,2 yrs  3 mths,Newcastle University,12/02/2020,,,,,0,,982000176126275,,27,827,
,UK106710602585,HOLSTEIN FRIESIAN,Female,16/06/2017,11/02/2020,2 yrs  8 mths,Newcastle University,12/02/2020,,,,,0,,982000176126178,,32,971,
,UK107189202818,HOLSTEIN FRIESIAN,Female,22/07/2017,11/02/2020,2 yrs  7 mths,Newcastle University,12/02/2020,,,,,0,,982000176126243,,31,935,
