InternalID,Freeze Brand,Ear Tag,Colour,Breed,Sex,Date Of Birth,Dam's Ear Tag,Date Of Acquisition,Age when acquired,Purchased From,Date Of Disposal,Disposed Of To,Date Of Death,Manner and Place of Destruction,Record 1st Created,Record Edited?,Reason For Change,ReasonForCull,Sire,Location,Age(mths),
209018297,95,UK106710602095,N/A,HOLSTEIN FRIESIAN,Female,04/09/2014,UK106710701501,13/07/2018,3 yrs  10 mths,,11/11/2020,Linden Foods,,,08/08/2019,No,,,,,75,
209018299,8100,UK106710402100,N/A,HOLSTEIN FRIESIAN,Female,17/09/2014,UK106710301406,13/07/2018,3 yrs  10 mths,,11/11/2020,Linden Foods,,,08/08/2019,No,,,,,74,
209018302,114,UK106710402114,N/A,HOLSTEIN FRIESIAN,Female,18/10/2014,UK106710501275,13/07/2018,3 yrs  9 mths,,25/06/2020,Linden Foods,,,08/08/2019,No,,,,,69,
209018305,8122,UK106710402121,N/A,HOLSTEIN FRIESIAN,Female,30/10/2014,UK106710100753,13/07/2018,3 yrs  9 mths,,,,27/08/2020,Warrens,08/08/2019,No,,,,,70,
209018306,125,UK106710102125,N/A,HOLSTEIN FRIESIAN,Female,06/11/2014,UK107053400469,13/07/2018,3 yrs  8 mths,,,,,,08/08/2019,No,,,,,78,
209018307,127,UK106710302127,N/A,HOLSTEIN FRIESIAN,Female,11/11/2014,UK106710201300,13/07/2018,3 yrs  8 mths,,,,19/11/2020,Warrens Deadstock,08/08/2019,No,,Lameness,,,73,
209018308,831,UK106710702131,N/A,HOLSTEIN FRIESIAN,Female,29/11/2014,UK106710401554,13/07/2018,3 yrs  8 mths,,,,,,08/08/2019,No,,,,,77,
209018311,139,UK106710102139,N/A,HOLSTEIN FRIESIAN,Female,29/12/2014,UK106710101817,13/07/2018,3 yrs  7 mths,,,,,,08/08/2019,No,,,,,76,
209018312,8141,UK106710302141,N/A,HOLSTEIN FRIESIAN,Female,04/01/2015,UK106710301854,13/07/2018,3 yrs  6 mths,,,,,,08/08/2019,No,,,,,76,
209018315,8144,UK106710602144,N/A,HOLSTEIN FRIESIAN,Female,09/01/2015,UK106710301833,13/07/2018,3 yrs  6 mths,,,,,,08/08/2019,No,,,,,76,
209018316,14,UK106710202147,N/A,HOLSTEIN FRIESIAN,Female,13/01/2015,UK106710501828,13/07/2018,3 yrs  6 mths,,,,,,08/08/2019,No,,,,,76,
209018317,151,UK106710602151,N/A,HOLSTEIN FRIESIAN,Female,16/01/2015,UK106710201468,13/07/2018,3 yrs  6 mths,,18/02/2021,Linden Foods,,,08/08/2019,No,,,,,74,
209018324,171,UK106710502171,N/A,HOLSTEIN FRIESIAN,Female,04/03/2015,UK122285200789,13/07/2018,3 yrs  4 mths,,29/10/2020,Linden Foods,,,08/08/2019,No,,,,,68,
209018325,173,UK106710702173,N/A,HOLSTEIN FRIESIAN,Female,05/03/2015,UK106710101278,13/07/2018,3 yrs  4 mths,,11/11/2020,Linden Foods,,,08/08/2019,No,,,,,69,
209018327,8180,UK106710702180,N/A,HOLSTEIN FRIESIAN,Female,19/03/2015,UK106710700969,13/07/2018,3 yrs  4 mths,,,,,,08/08/2019,No,,,,,74,
209018337,8229,UK106710702229,N/A,HOLSTEIN FRIESIAN,Female,22/06/2015,UK106710301889,13/07/2018,3 yrs  1 mths,,,,,,08/08/2019,No,,,,,71,
209018338,8231,UK106710102230,N/A,HOLSTEIN FRIESIAN,Female,23/06/2015,UK106710201783,13/07/2018,3 yrs  1 mths,,16/07/2020,Linden Foods,,,08/08/2019,No,,,,,61,
209018344,263,UK106710602263,N/A,HOLSTEIN FRIESIAN,Female,27/09/2015,UK106710301945,13/07/2018,2 yrs  10 mths,,,,,,08/08/2019,No,,,,,67,
209018345,8264,UK106710702264,N/A,HOLSTEIN FRIESIAN,Female,01/10/2015,UK106710301917,13/07/2018,2 yrs  9 mths,,25/06/2020,Linden Foods,,,08/08/2019,No,,,,,57,
209018346,8266,UK106710202266,N/A,HOLSTEIN FRIESIAN,Female,08/10/2015,UK106710501947,13/07/2018,2 yrs  9 mths,,16/07/2020,Linden Foods,,,08/08/2019,No,,,,,58,
209018347,8267,UK106710302267,N/A,HOLSTEIN FRIESIAN,Female,12/10/2015,UK106710301903,13/07/2018,2 yrs  9 mths,,,,,,08/08/2019,No,,,,,67,
209018350,275,UK106710402275,N/A,HOLSTEIN FRIESIAN,Female,07/11/2015,UK106710201923,13/07/2018,2 yrs  8 mths,,,,,,08/08/2019,No,,,,,66,
209018355,9290,UK106710502290,N/A,HOLSTEIN FRIESIAN,Female,05/12/2015,UK106710701501,13/07/2018,2 yrs  7 mths,,,,20/10/2020,Warrens Deadstock,08/08/2019,No,,Feet and Legs,,,59,
209018356,8292,UK106710702292,N/A,HOLSTEIN FRIESIAN,Female,13/12/2015,UK106710701921,13/07/2018,2 yrs  7 mths,,18/02/2021,Linden Foods,,,08/08/2019,No,,,,,63,
209018357,8294,UK106710202294,N/A,HOLSTEIN FRIESIAN,Female,16/12/2015,UK106710101943,13/07/2018,2 yrs  7 mths,,,,25/05/2020,Warrons,08/08/2019,No,,,,,54,
209018360,306,UK106710702306,N/A,HOLSTEIN FRIESIAN,Female,11/01/2016,UK106710301805,13/07/2018,2 yrs  6 mths,,,,,,08/08/2019,No,fb,,,,64,
209018362,8315,UK106710202315,N/A,HOLSTEIN FRIESIAN,Female,26/01/2016,UK106710101971,13/07/2018,2 yrs  6 mths,,,,,,08/08/2019,No,,,,,63,
209018363,15,UK106710302323,N/A,HOLSTEIN FRIESIAN,Female,07/02/2016,UK106710601808,07/08/2018,2 yrs  6 mths,,,,,,08/08/2019,No,FB,,,,63,
209018499,327,UK107189202468,N/A,Swedish Red X,Female,04/11/2015,UK107189601863,28/09/2018,2 yrs  10 mths,,,,,,08/08/2019,No,,,,,66,
209018508,343,UK107189302490,N/A,HOLSTEIN FRIESIAN,Female,18/11/2015,UK107189101774,28/09/2018,2 yrs  10 mths,,,,,,08/08/2019,No,,,,,66,
209018510,350,UK107189602500,N/A,Swedish Red X,Female,26/11/2015,UK107189501939,28/09/2018,2 yrs  10 mths,,,,,,08/08/2019,No,,,,,65,
209018513,8358,UK107189702515,N/A,Swedish Red X,Female,13/12/2015,UK107189102110,28/09/2018,2 yrs  9 mths,,,,,,08/08/2019,No,,,,,65,
209018518,281,UK107189102558,N/A,HOLSTEIN FRIESIAN,Female,23/02/2016,UK107189101970,28/09/2018,2 yrs  7 mths,,,,,,08/08/2019,No,,,,,62,
209018525,557,UK107189602619,N/A,HOLSTEIN FRIESIAN,Female,18/07/2016,UK107189701773,28/09/2018,2 yrs  2 mths,,,,,,08/08/2019,No,,,,,57,
209018533,11,UK107189702641,N/A,HOLSTEIN FRIESIAN,Female,03/09/2016,UK107189201740,28/09/2018,2 yrs  0 mths,,,,,,08/08/2019,No,,,,,56,
209018519,513,UK107189202566,N/A,HOLSTEIN FRIESIAN,Female,05/03/2016,UK107189601919,29/10/2018,2 yrs  7 mths,,,,,,08/08/2019,No,,,,,62,
209018273,917,UK106710301917,N/A,HOLSTEIN FRIESIAN,Female,23/07/2013,UK106710101278,30/10/2018,5 yrs  3 mths,,,,,,08/08/2019,No,,,,,94,
209018500,328,UK107189302469,N/A,HOLSTEIN FRIESIAN,Female,05/11/2015,UK107189701563,06/11/2018,3 yrs  0 mths,,,,,,08/08/2019,No,,,,,66,
209018515,505,UK107189602535,N/A,HOLSTEIN FRIESIAN,Female,17/01/2016,UK107189201502,06/11/2018,2 yrs  10 mths,,,,,,08/08/2019,No,,,,,64,
209018520,512,UK107189302588,N/A,HOLSTEIN FRIESIAN,Female,29/04/2016,UK107189501589,06/11/2018,2 yrs  7 mths,,25/06/2020,Linden Foods,,,08/08/2019,No,,,,,50,
209018523,508,UK107189102600,N/A,HOLSTEIN FRIESIAN,Female,23/05/2016,UK107189301398,06/11/2018,2 yrs  6 mths,,,,,,08/08/2019,No,,,,,59,
209018527,509,UK107189202622,N/A,HOLSTEIN FRIESIAN,Female,24/07/2016,UK107189401693,06/11/2018,2 yrs  4 mths,,,,,,08/08/2019,No,,,,,57,
209018528,504,UK107189602626,N/A,HOLSTEIN FRIESIAN,Female,03/08/2016,UK107189501869,06/11/2018,2 yrs  3 mths,,,,,,08/08/2019,No,,,,,57,
209018530,503,UK107189602633,N/A,HOLSTEIN FRIESIAN X,Female,16/08/2016,UK107189501771,06/11/2018,2 yrs  3 mths,,,,,,08/08/2019,No,,,,,56,
209018534,501,UK107189402645,N/A,HOLSTEIN FRIESIAN,Female,20/09/2016,UK107189601604,06/11/2018,2 yrs  2 mths,,,,,,08/08/2019,No,,,,,55,
209018376,571,UK106710602403,N/A,HOLSTEIN FRIESIAN,Female,22/06/2016,UK106710401897,08/02/2019,2 yrs  8 mths,,,,,,08/08/2019,No,,,,,58,
209018377,550,UK106710602431,N/A,HOLSTEIN FRIESIAN,Female,10/08/2016,UK106710402065,08/02/2019,2 yrs  6 mths,,,,04/12/2020,Warrens Deadstock,08/08/2019,No,,Lameness,,,52,
209018378,555,UK106710202441,N/A,HOLSTEIN FRIESIAN,Female,05/09/2016,UK106710601689,08/02/2019,2 yrs  5 mths,,,,,,08/08/2019,No,fb,,,,56,
209018379,563,UK106710302442,N/A,HOLSTEIN FRIESIAN,Female,06/09/2016,UK106710202077,08/02/2019,2 yrs  5 mths,,25/06/2020,Linden Foods,,,08/08/2019,No,,,,,46,
209018381,561,UK106710502451,N/A,HOLSTEIN FRIESIAN,Female,27/09/2016,UK106710202049,08/02/2019,2 yrs  5 mths,,,,,,08/08/2019,No,,,,,55,
209018383,564,UK106710402457,N/A,HOLSTEIN FRIESIAN,Female,24/10/2016,UK106710302085,08/02/2019,2 yrs  4 mths,,,,12/10/2020,Warrens Deadstock,08/08/2019,No,,Lost Pregnancy,,,48,
209018384,559,UK106710102461,N/A,HOLSTEIN FRIESIAN,Female,29/10/2016,UK106710401911,08/02/2019,2 yrs  4 mths,,,,,,08/08/2019,No,,,,,54,
209018385,568,UK106710202476,N/A,HOLSTEIN FRIESIAN,Female,22/11/2016,UK106710101614,08/02/2019,2 yrs  3 mths,,30/07/2020,Linden Foods,,,08/08/2019,No,,,,,44,
209018386,569,UK106710302477,N/A,HOLSTEIN FRIESIAN,Female,26/11/2016,UK106710202091,08/02/2019,2 yrs  3 mths,,,,13/07/2020,Warrens,08/08/2019,No,,,,,44,
209018387,2480,UK106710602480,N/A,HOLSTEIN FRIESIAN,Female,05/12/2016,UK106710301945,08/02/2019,2 yrs  2 mths,,,,,,08/08/2019,No,,,,,53,
209018388,554,UK106710102482,N/A,HOLSTEIN FRIESIAN,Female,14/12/2016,UK106710101936,08/02/2019,2 yrs  2 mths,,,,,,08/08/2019,No,na,,,,52,
209018389,572,UK106710202483,N/A,HOLSTEIN FRIESIAN,Female,16/12/2016,UK106710701956,08/02/2019,2 yrs  2 mths,,30/07/2020,Linden Foods,,,08/08/2019,No,,,,,44,
209018390,558,UK106710702502,N/A,HOLSTEIN FRIESIAN,Female,16/01/2017,UK106710502136,08/02/2019,2 yrs  1 mths,,,,,,08/08/2019,No,,,,,51,
209018391,553,UK106710202504,N/A,HOLSTEIN FRIESIAN,Female,18/01/2017,UK106710402142,08/02/2019,2 yrs  1 mths,,,,,,08/08/2019,No,,,,,51,
209018393,566,UK106710302512,N/A,HOLSTEIN FRIESIAN,Female,26/01/2017,UK106710101054,08/02/2019,2 yrs  1 mths,,,,,,08/08/2019,No,,,,,51,
209018395,570,UK106710602522,N/A,HOLSTEIN FRIESIAN,Female,08/02/2017,UK106710201853,08/02/2019,2 yrs  0 mths,,16/07/2020,Linden Foods,,,08/08/2019,No,,,,,41,
209018398,574,UK106710202539,N/A,HOLSTEIN FRIESIAN,Female,06/03/2017,UK106710401904,08/02/2019,1 yrs  11 mths,,,,,,08/08/2019,No,,,,,50,
209018504,336,UK107189602479,N/A,HOLSTEIN FRIESIAN,Female,09/11/2015,UK581640300533,08/02/2019,3 yrs  3 mths,,,,,,08/08/2019,No,,,,,66,
209018554,567,UK107189602731,N/A,HOLSTEIN FRIESIAN,Female,19/12/2016,UK107189702032,08/02/2019,2 yrs  2 mths,,,,,,08/08/2019,No,,,,,52,
209018561,525,UK107189202755,N/A,Swedish Red X,Female,26/01/2017,UK107189602199,08/02/2019,2 yrs  1 mths,,,,,,08/08/2019,No,,,,,51,
209018374,556,UK106710402366,N/A,HOLSTEIN FRIESIAN,Female,16/04/2016,UK106710401596,20/03/2019,2 yrs  11 mths,,29/10/2020,Linden Foods,,,08/08/2019,No,,,,,55,
209018549,536,UK107189402701,N/A,HOLSTEIN FRIESIAN X,Female,24/11/2016,UK107189701696,20/03/2019,2 yrs  4 mths,,,,20/10/2020,Warrens Deadstock,08/08/2019,No,,Cow Down,,,47,
209018382,455,UK106710202455,N/A,HOLSTEIN FRIESIAN,Female,18/10/2016,UK106710501765,27/03/2019,2 yrs  5 mths,,,,,,08/08/2019,No,,,,,54,
209018599,,UK107189603347,N/A,HOLSTEIN FRIESIAN,Female,24/06/2019,UK106710401869,24/06/2019,0 yrs  0 mths,,,,,,08/08/2019,No,,,,,22,
209018600,,UK107189703348,N/A,HOLSTEIN FRIESIAN,Male,27/06/2019,UK107189202538,27/06/2019,0 yrs  0 mths,,,,,,08/08/2019,No,,,,,22,
209018392,311,UK106710402506,N/A,HOLSTEIN FRIESIAN,Female,18/01/2017,UK106710702138,12/07/2019,2 yrs  6 mths,,,,,,08/08/2019,No,nc,,,,51,
209018394,5,UK106710102517,N/A,HOLSTEIN FRIESIAN,Female,03/02/2017,UK106710301441,12/07/2019,2 yrs  5 mths,,,,,,08/08/2019,No,,,,,51,
209018396,301,UK106710402527,N/A,HOLSTEIN FRIESIAN,Female,18/02/2017,UK106710202000,12/07/2019,2 yrs  5 mths,,,,,,08/08/2019,No,FB Change,,,,50,
209018397,2531,UK106710102531,N/A,HOLSTEIN FRIESIAN,Female,25/02/2017,UK106710602151,12/07/2019,2 yrs  5 mths,,,,,,08/08/2019,No,,,,,50,
209018399,2544,UK106710702544,N/A,HOLSTEIN FRIESIAN,Female,12/03/2017,UK106710302113,12/07/2019,2 yrs  4 mths,,29/10/2020,Linden Foods,,,08/08/2019,No,,,,,44,
209018400,2545,UK106710102545,N/A,HOLSTEIN FRIESIAN,Female,13/03/2017,UK106710401799,12/07/2019,2 yrs  4 mths,,,,,,08/08/2019,No,,,,,50,
209018402,315,UK106710302582,N/A,HOLSTEIN FRIESIAN,Female,07/06/2017,UK106710102006,12/07/2019,2 yrs  1 mths,,30/07/2020,Linden Foods,,,08/08/2019,No,fb,,,,38,
209018403,38,UK106710202588,N/A,HOLSTEIN FRIESIAN,Female,19/06/2017,UK106710702194,12/07/2019,2 yrs  1 mths,,,,,,08/08/2019,No,na,,,,46,
209018524,89,UK107189502618,N/A,HOLSTEIN FRIESIAN X,Female,10/07/2016,UK107189301440,12/07/2019,3 yrs  0 mths,,,,,,08/08/2019,No,,,,,58,
209018531,468,UK107189702634,N/A,HOLSTEIN FRIESIAN X,Female,20/08/2016,UK107189201775,12/07/2019,2 yrs  11 mths,,11/11/2020,Linden Foods,,,08/08/2019,No,,,,,51,
209018535,510,UK107189702648,N/A,HOLSTEIN FRIESIAN,Female,21/09/2016,UK107189201089,12/07/2019,2 yrs  10 mths,,11/11/2020,Linden Foods,,,08/08/2019,No,,,,,50,
209018536,102,UK107189102649,N/A,Swedish Red X,Female,22/09/2016,UK107189202209,12/07/2019,2 yrs  10 mths,,,,,,08/08/2019,No,,,,,55,
209018537,157,UK107189402652,N/A,Swedish Red X,Female,27/09/2016,UK107189402134,12/07/2019,2 yrs  10 mths,,,,,,08/08/2019,No,,,,,55,
209018538,1171,UK107189602654,N/A,HOLSTEIN FRIESIAN,Female,02/10/2016,UK107189501988,12/07/2019,2 yrs  9 mths,,24/04/2020,Linden Foods,,,08/08/2019,No,,,,,43,
209018540,253,UK107189702662,N/A,Swedish Red X,Female,15/10/2016,UK107189202125,12/07/2019,2 yrs  9 mths,,24/04/2020,Linden Foods,,,08/08/2019,No,,,,,42,
209018541,280,UK107189702669,N/A,HOLSTEIN FRIESIAN,Female,22/10/2016,UK107189702067,12/07/2019,2 yrs  9 mths,,25/06/2020,Linden Foods,,,08/08/2019,No,,,,,44,
209018542,1288,UK107189502674,N/A,Swedish Red X,Female,24/10/2016,UK107189102215,12/07/2019,2 yrs  9 mths,,,,,,08/08/2019,No,,,,,54,
209018543,528,UK107189702676,N/A,HOLSTEIN FRIESIAN,Female,24/10/2016,UK107189602003,12/07/2019,2 yrs  9 mths,,,,,,08/08/2019,No,,,,,54,
209018545,386,UK107189302679,N/A,HOLSTEIN FRIESIAN,Female,31/10/2016,UK107189201607,12/07/2019,2 yrs  9 mths,,,,07/09/2020,Warrens,08/08/2019,No,,,,,46,
209018546,388,UK107189402680,N/A,Swedish Red X,Female,01/11/2016,UK107189302056,12/07/2019,2 yrs  8 mths,,,,,,08/08/2019,No,,,,,54,
209018547,387,UK107189602682,N/A,Swedish Red X,Female,01/11/2016,UK107189502184,12/07/2019,2 yrs  8 mths,,,,,,08/08/2019,No,,,,,54,
209018548,394,UK107189102698,N/A,Swedish Red X,Female,22/11/2016,UK107189302210,12/07/2019,2 yrs  8 mths,,,,,,08/08/2019,No,,,,,53,
209018550,397,UK107189102705,N/A,HOLSTEIN FRIESIAN,Female,25/11/2016,UK107189602059,12/07/2019,2 yrs  8 mths,,,,,,08/08/2019,No,,,,,53,
209018552,2718,UK107189702718,N/A,HOLSTEIN FRIESIAN,Female,07/12/2016,UK107189701528,12/07/2019,2 yrs  7 mths,,11/11/2020,Linden Foods,,,08/08/2019,No,,,,,47,
209018557,155,UK107189402743,N/A,HOLSTEIN FRIESIAN,Female,06/01/2017,UK107189101732,12/07/2019,2 yrs  6 mths,,,,,,08/08/2019,No,,,,,52,
209018558,206,UK107189602745,N/A,HOLSTEIN FRIESIAN,Female,07/01/2017,UK107189601632,12/07/2019,2 yrs  6 mths,,11/11/2020,Linden Foods,,,08/08/2019,No,,,,,46,
209018559,1244,UK107189402750,N/A,HOLSTEIN FRIESIAN,Female,16/01/2017,UK107189201544,12/07/2019,2 yrs  6 mths,,,,,,08/08/2019,No,,,,,51,
209018563,68,UK107189302791,N/A,BRITISH FRIESIAN X,Female,27/03/2017,UK107189701927,12/07/2019,2 yrs  4 mths,,,,,,08/08/2019,No,,,,,49,
209018564,83,UK107189202797,N/A,HOLSTEIN FRIESIAN,Female,15/04/2017,UK107189201481,12/07/2019,2 yrs  3 mths,,,,,,08/08/2019,No,,,,,48,
209018565,80,UK107189402799,N/A,BRITISH FRIESIAN X,Female,24/04/2017,UK107189301804,12/07/2019,2 yrs  3 mths,,,,,,08/08/2019,No,fb,,,,48,
209018566,529,UK107189602808,N/A,HOLSTEIN FRIESIAN,Female,22/05/2017,UK107189101970,12/07/2019,2 yrs  2 mths,,,,,,08/08/2019,No,Calved,,,,47,
209022818,8,UK106710302603,Black and White,HOLSTEIN FRIESIAN,Female,10/07/2017,UK106710702180,13/08/2019,2 yrs  1 mths,Cockle park,18/02/2021,Linden Foods,,,13/08/2019,No,na,,,,43,
209022819,392,UK107189202783,Black and White,BRITISH FRIESIAN X,Female,15/03/2017,UK107189202111,13/08/2019,2 yrs  5 mths,Cockle park,,,,,13/08/2019,No,,,,,49,
209131809,,UK107189403408,N/A,HOLSTEIN FRIESIAN,Bull,03/11/2019,UK107189102138,03/11/2019,0 yrs  0 mths,,,,,,21/11/2019,No,uk to UK,,LEGEND-MAKER VICTOR BLF BYF CNFCVFDPFRDF,,17,
209131810,,UK107189503409,N/A,HOLSTEIN FRIESIAN,Bull,03/11/2019,UK106710302169,03/11/2019,0 yrs  0 mths,,13/05/2020,31/227/0024 Cockle Park,,,21/11/2019,No,uk to UK,,WESTCOAST ALCOVE ET BLFBYFCNFCVFDPFRDF,,6,
209131811,,UK107189603410,N/A,HOLSTEIN FRIESIAN,Bull,03/11/2019,UK106710402107,03/11/2019,0 yrs  0 mths,,,,,,21/11/2019,No,uk to UK,,HOLSTEIN,,17,
209174595,,UK107189103391,N/A,HOLSTEIN FRIESIAN,Male,30/09/2019,UK107189702060,06/11/2019,0 yrs  2 mths,,,,,,20/01/2020,No,,,,,18,
209136082,,UK107189203413,N/A,HOLSTEIN FRIESIAN X,Female,14/11/2019,UK107189102656,14/11/2019,0 yrs  0 mths,,,,,,28/11/2019,No,uk to UK,,HOLSTEIN,,17,
209131805,,UK107189303414,N/A,HOLSTEIN FRIESIAN,Female,15/11/2019,UK107189402127,15/11/2019,0 yrs  0 mths,,14/05/2020,31/227/0024 Cockle Park,,,21/11/2019,No,uk to UK,,HOLSTEIN,,6,
209136079,,UK107189703411,N/A,HOLSTEIN FRIESIAN,Female,28/11/2019,UK107189101620,28/11/2019,0 yrs  0 mths,,22/06/2020,31/227/0024 Cockle Park,,,28/11/2019,No,uk to UK,,WESTCOAST ALCOVE ET BLFBYFCNFCVFDPFRDF,,6,
209174181,,UK107189703432,N/A,Swedish Red X,Female,29/12/2019,UK107189402680,29/12/2019,0 yrs  0 mths,,14/05/2020,31/227/0024 Cockle Park,,,19/01/2020,No,uk to UK,,,,4,
209173662,,UK107189103454,N/A,HOLSTEIN FRIESIAN,Female,01/01/2020,UK107189301748,01/01/2020,0 yrs  0 mths,,13/05/2020,31/227/0024 Cockle Park,,,17/01/2020,No,uk to UK,,WESTCOAST ALCOVE ET BLFBYFCNFCVFDPFRDF,,4,
209173663,,UK107189203455,N/A,HOLSTEIN FRIESIAN X,Female,02/01/2020,UK107189602633,02/01/2020,0 yrs  0 mths,,22/06/2020,31/227/0024 Cockle Park,,,17/01/2020,No,uk to UK,,WESTCOAST ALCOVE ET BLFBYFCNFCVFDPFRDF,,5,
209173664,,UK107189503458,N/A,HOLSTEIN FRIESIAN,Bull,02/01/2020,UK107189202622,02/01/2020,0 yrs  0 mths,,,,,,17/01/2020,No,uk to UK,,SANDY-VALLEY AMERIX ET BLFBYFCNFCVFDPF,,15,
209173665,,UK107189203462,N/A,HOLSTEIN FRIESIAN,Female,02/01/2020,UK107189602213,02/01/2020,0 yrs  0 mths,,13/05/2020,31/227/0024 Cockle Park,,,17/01/2020,No,uk to UK,,WESTCOAST ALCOVE ET BLFBYFCNFCVFDPFRDF,,4,
209173666,,UK107189403464,N/A,HOLSTEIN FRIESIAN,Male,02/01/2020,UK106710502045,02/01/2020,0 yrs  0 mths,,,,,,17/01/2020,No,uk to UK,,FERTILITY PLUS LN BB,,15,
209173667,,UK107189603466,N/A,HOLSTEIN FRIESIAN,Female,05/01/2020,UK106710401897,05/01/2020,0 yrs  0 mths,,13/05/2020,31/227/0024 Cockle Park,,,17/01/2020,No,uk to UK,,LEGEND-MAKER VICTOR BLF BYF CNFCVFDPFRDF,,4,
209173668,,UK107189703467,N/A,HOLSTEIN FRIESIAN,Female,05/01/2020,UK107189501379,05/01/2020,0 yrs  0 mths,,13/05/2020,31/227/0024 Cockle Park,,,17/01/2020,No,uk to UK,,WESTCOAST ALCOVE ET BLFBYFCNFCVFDPFRDF,,4,
209173669,,UK107189103468,N/A,HOLSTEIN FRIESIAN X,Male,06/01/2020,UK107189202209,06/01/2020,0 yrs  0 mths,,11/11/2020,Linden Foods,,,17/01/2020,No,uk to UK,,WESTCOAST ALCOVE ET BLFBYFCNFCVFDPFRDF,,10,
209173670,,UK107189203469,N/A,Swedish Red X,Female,06/01/2020,UK107189202314,06/01/2020,0 yrs  0 mths,,13/05/2020,31/227/0024 Cockle Park,,,17/01/2020,No,uk to UK,,,,4,
209173671,,UK107189403471,N/A,HOLSTEIN FRIESIAN,Female,07/01/2020,UK107189101452,07/01/2020,0 yrs  0 mths,,13/05/2020,31/227/0024 Cockle Park,,,17/01/2020,No,uk to UK,,CARREG SUPERMAN,,4,
209185212,,UK107189303477,N/A,HOLSTEIN FRIESIAN X,Female,12/01/2020,UK107189102208,12/01/2020,0 yrs  0 mths,,13/05/2020,31/227/0024 Cockle Park,,,30/01/2020,No,,,LEGEND-MAKER VICTOR BLF BYF CNFCVFDPFRDF,,4,
209197144,,UK107189403478,N/A,HOLSTEIN FRIESIAN,Female,21/01/2020,UK107189502114,21/01/2020,0 yrs  0 mths,,13/05/2020,31/227/0024 Cockle Park,,,13/02/2020,No,,,SANDY-VALLEY AMERIX ET BLFBYFCNFCVFDPF,,3,
209197153,,UK107189603480,N/A,HOLSTEIN FRIESIAN,Female,25/01/2020,UK107189402183,25/01/2020,0 yrs  0 mths,,13/05/2020,31/227/0024 Cockle Park,,,13/02/2020,No,,,CARREG SUPERMAN,,3,
209197159,,UK107189303484,N/A,Swedish Red X,Female,07/02/2020,UK107189602500,07/02/2020,0 yrs  0 mths,,13/05/2020,31/227/0024 Cockle Park,,,13/02/2020,No,,,GEN-I-BEQ ATTICO RED ET BLFBYFCNFCVFDPF,,3,
209196974,12,UK106710102566,N/A,Holstein,Female,24/04/2017,UK106710501982,11/02/2020,2 yrs  10 mths,Newcastle University,,,,,13/02/2020,No,BCMS Difference,,,,48,
209196975,48,UK106710102587,N/A,HOLSTEIN FRIESIAN,Female,16/06/2017,UK106710402184,11/02/2020,2 yrs  8 mths,Newcastle University,,,,,13/02/2020,No,in,,,,46,
209196976,6,UK106710102615,N/A,HOLSTEIN FRIESIAN,Female,28/07/2017,UK106710601990,11/02/2020,2 yrs  7 mths,Newcastle University,,,,,13/02/2020,No,BCMS Difference,,,,45,
209196977,44,UK106710202518,N/A,HOLSTEIN FRIESIAN,Female,04/02/2017,UK106710202119,11/02/2020,3 yrs  0 mths,Newcastle University,,,,,13/02/2020,No,BCMS Difference,,,,51,
209196979,20,UK106710302554,N/A,HOLSTEIN FRIESIAN,Female,26/03/2017,UK106710301574,11/02/2020,2 yrs  11 mths,Newcastle University,,,,,13/02/2020,No,BCMS Difference,,,,49,
209196980,33,UK106710302568,N/A,Holstein,Female,05/05/2017,UK106710501513,11/02/2020,2 yrs  9 mths,Newcastle University,,,,,13/02/2020,No,na,,,,48,
209196982,49,UK106710402562,N/A,Holstein,Female,16/04/2017,UK106710502150,11/02/2020,2 yrs  10 mths,Newcastle University,,,,,13/02/2020,No,fb,,,,48,
209196983,41,UK106710402569,N/A,Holstein,Female,07/05/2017,UK106710501562,11/02/2020,2 yrs  9 mths,Newcastle University,,,,,13/02/2020,No,incorrect,,,,48,
209196984,320,UK106710402639,N/A,HOLSTEIN FRIESIAN,Female,02/10/2017,UK106710701795,11/02/2020,2 yrs  4 mths,Newcastle University,,,21/09/2020,Warrens Deadstock,13/02/2020,No,BCMS Difference,,,,36,
209196985,57,UK106710402660,N/A,HOLSTEIN FRIESIAN,Female,15/11/2017,UK106710301917,11/02/2020,2 yrs  3 mths,Newcastle University,,,,,13/02/2020,No,BCMS Difference,,,,41,
209196986,26,UK106710502542,N/A,HOLSTEIN FRIESIAN,Female,09/03/2017,UK106710201538,11/02/2020,2 yrs  11 mths,Newcastle University,25/06/2020,Linden Foods,,,13/02/2020,No,BCMS Difference,,,,40,
209196987,,UK106710502563,N/A,HOLSTEIN FRIESIAN,Female,20/04/2017,UK106710201783,11/02/2020,2 yrs  10 mths,Newcastle University,,,,,13/02/2020,No,BCMS Difference,,,,48,
209196988,53,UK106710502605,N/A,HOLSTEIN FRIESIAN,Female,13/07/2017,UK106710102174,11/02/2020,2 yrs  7 mths,Newcastle University,,,,,13/02/2020,No,BCMS Difference,,,,45,
209196989,67,UK106710502626,N/A,HOLSTEIN FRIESIAN,Female,01/09/2017,UK520238700646,11/02/2020,2 yrs  5 mths,Newcastle University,,,,,13/02/2020,No,NA,,,,44,
